P1,P2,P3,P4,P5,C ,D 
53.04,369.77,7.42,2013,2,246633.8,71
52.53,321.36,7.07,2013,2,241626.33,61
29.12,330.27,5.35,2014,2,246795.56,62
42,1081.6,11.22,2014,2,451371.9,83
63,2035.15,13.65,2014,2,529544.4,99
58.8,1905.28,3.12,2014,2,523218.96,97
52.02,1730,7.42,2014,2,573337.82,93
47.84,1445.6,10.3,2014,2,504365.4,84
39.78,1169.05,10.3,2014,2,431163.48,83
41.6,1020,3.03,2014,2,369115.56,78
25,530,4.2,2014,2,262783.44,66
26.75,656.88,8.48,2014,2,301239.4,68
27.82,480.48,8.48,2014,2,293941.32,65
40.17,413.03,5,2014,2,268724.94,69
31.8,416,5.25,2014,2,275796.84,63
19,373.32,5.3,2014,2,257938.56,65
25.2,515.74,5.15,2014,2,279280.32,64
59.85,1213.34,13.78,2014,2,510438.28,86
54.08,460.95,5.1,2014,2,258529.2,64
36.38,904.8,10.1,2014,2,415479.68,80
63.6,1320.9,11.66,2013,2,529033.23,87
47.7,850,7,2013,2,329738.904,77
29.58,330,6.06,2012,2,206480.56,73
26.26,300,5.05,2012,2,223914.8788,74
21.2,413.4,5.25,2014,2,244780.8,68
32.96,258.53,4.28,2014,2,232245.64,64
41.6,887.4,10.7,2014,2,349641.74,77
34.68,428,4.08,2014,2,233197.88,66
34,506.76,5.05,2014,2,276312.52,68
35.7,468,5.35,2014,2,272357.8,67
72.08,690.56,7.14,2014,2,353362.24,71
24,794.58,4.24,2014,2,325468,76
53.56,1144,13.13,2014,2,446554.68,78
29.58,456.96,7.07,2014,2,286715.88,67
36,780,8.56,2014,2,364031.36,76
27.81,304.98,6.3,2014,2,241887.36,66
49.35,728,6.18,2014,2,316407.52,75
24.61,850.65,5.35,2014,2,322799.4,73
31.2,810.16,3.15,2014,2,345072.2,77
26.2,617.4,3.12,2014,2,278124,70
24.24,530,8.48,2011,2,283938.6336,83
